Epoch,Train Loss,Validation Loss,RMSE Validation,MAE Validation,MAPE Validation,Min_RMSE Evaluation,Min_MAE Evaluation,Min_MAPE Evaluation
1,tensor(480.3825),tensor(3.9274),23.11105667141142,4.298862993488988,573678759.1002479,23.11105667141142,4.298862993488988,573678759.1002479
2,tensor(467.2387),tensor(3.8825),22.978764469154616,4.026875948189595,358723000.07186127,22.978764469154616,4.026875948189595,358723000.07186127
3,tensor(458.5087),tensor(3.8122),22.769812851822646,3.8737532654153295,273038100.6259388,22.769812851822646,3.8737532654153295,273038100.6259388
4,tensor(464.4789),tensor(3.9286),23.11474287350983,4.129779322137608,398311369.374865,22.769812851822646,3.8737532654153295,273038100.6259388
5,tensor(463.0538),tensor(3.8567),22.902335511751453,4.057005055708974,368093916.4927588,22.769812851822646,3.8737532654153295,273038100.6259388
6,tensor(459.3598),tensor(4.1752),23.829252106251612,4.405179407552164,444752478.20582056,22.769812851822646,3.8737532654153295,273038100.6259388
7,tensor(462.0734),tensor(4.3069),24.202148241600113,4.3945948446586245,382257557.60541135,22.769812851822646,3.8737532654153295,273038100.6259388
8,tensor(445.6558),tensor(4.1842),23.854690160141466,4.2864544985046065,382401335.04880124,22.769812851822646,3.8737532654153295,273038100.6259388
9,tensor(457.2819),tensor(3.9550),23.192122412906766,4.107780083367696,389097773.94822836,22.769812851822646,3.8737532654153295,273038100.6259388
10,tensor(458.2998),tensor(3.8233),22.80278192869894,4.017406191268434,397414267.4719129,22.769812851822646,3.8737532654153295,273038100.6259388
11,tensor(455.2396),tensor(3.8527),22.89021700349721,4.029969986015206,345435729.7080356,22.769812851822646,3.8737532654153295,273038100.6259388
12,tensor(452.8287),tensor(3.8418),22.85802896032026,3.9885364084190074,382976487.72456163,22.769812851822646,3.8737532654153295,273038100.6259388
13,tensor(449.4108),tensor(3.8138),22.774418640634085,3.9158703897198084,341196315.7037051,22.769812851822646,3.8737532654153295,273038100.6259388
14,tensor(444.7818),tensor(3.9837),23.276164646392935,4.17134638207293,384499368.19730544,22.769812851822646,3.8737532654153295,273038100.6259388
15,tensor(453.5466),tensor(3.8720),22.947742028794522,3.9640504824287053,303494698.4692454,22.769812851822646,3.8737532654153295,273038100.6259388
16,tensor(441.1877),tensor(3.8783),22.966291063618534,3.8982488063686134,290450168.56019706,22.769812851822646,3.8737532654153295,273038100.6259388
17,tensor(448.7058),tensor(3.7845),22.686854866589087,3.963977249524829,359081128.9036685,22.686854866589087,3.8737532654153295,273038100.6259388
18,tensor(448.1811),tensor(3.9927),23.302400259368476,3.9550564171236067,253476524.30229747,22.686854866589087,3.8737532654153295,253476524.30229747
19,tensor(451.9708),tensor(3.9345),23.13203159957571,3.957318119495772,332133586.2119573,22.686854866589087,3.8737532654153295,253476524.30229747
