Epoch,Train Loss,Validation Loss,RMSE Validation,MAE Validation,MAPE Validation,Min_RMSE Evaluation,Min_MAE Evaluation,Min_MAPE Evaluation
1,1141.8138,9.430625,35.812917656856975,6.058638196733458,91168469.4034533,35.812917656856975,6.058638196733458,91168469.4034533
2,1126.355,9.386275,35.7286095286737,6.342290357378688,365033976.4490978,35.7286095286737,6.058638196733458,91168469.4034533
3,1115.7057,9.249959,35.468215560413896,6.096477805379447,199094080.15951982,35.468215560413896,6.058638196733458,91168469.4034533
4,1108.1146,9.223754,35.41794175415327,6.171408215821902,188939805.59899408,35.41794175415327,6.058638196733458,91168469.4034533
5,1101.7911,9.393528,35.742407577939005,6.419982504339375,308545076.0930929,35.41794175415327,6.058638196733458,91168469.4034533
6,1085.1239,9.13485,35.24683920941624,6.195920732746725,227035122.09474087,35.24683920941624,6.058638196733458,91168469.4034533
7,1053.9869,9.206699,35.385184731742726,6.465963320602073,444523269.5742349,35.24683920941624,6.058638196733458,91168469.4034533
8,1034.5464,9.015256,35.0153507640165,6.208006216741556,339927501.38578624,35.0153507640165,6.058638196733458,91168469.4034533
9,1032.47,9.00228,34.99014134523355,6.193979874884708,277136311.8373336,34.99014134523355,6.058638196733458,91168469.4034533
10,1028.3949,8.753333,34.50294423429133,5.978876733840454,222147245.02531615,34.50294423429133,5.978876733840454,91168469.4034533
11,1065.322,8.851974,34.69680548856959,5.973526878730124,168064112.2075122,34.50294423429133,5.973526878730124,91168469.4034533
12,1064.3794,8.661016,34.32052303401434,5.753927139572819,154506898.11073717,34.32052303401434,5.753927139572819,91168469.4034533
13,1058.0642,8.639868,34.27859218942058,5.803606616022212,160298571.559856,34.27859218942058,5.753927139572819,91168469.4034533
14,1045.6941,8.787968,34.57113786124345,5.795572508989518,122393140.48786971,34.27859218942058,5.753927139572819,91168469.4034533
15,1048.4012,9.130217,35.237899519687986,6.518497932732185,408482839.5946395,34.27859218942058,5.753927139572819,91168469.4034533
16,1037.0621,9.069437,35.12041296846865,6.1087992055956315,181999757.60117042,34.27859218942058,5.753927139572819,91168469.4034533
17,1044.0782,8.507546,34.01508887847157,5.699562288133102,136394351.25435862,34.01508887847157,5.699562288133102,91168469.4034533
18,1048.541,9.117131,35.212640010607934,6.331052250973027,302099122.3156798,34.01508887847157,5.699562288133102,91168469.4034533
19,1029.7661,8.444111,33.888036671730575,5.644329242374125,114137599.71842141,33.888036671730575,5.644329242374125,91168469.4034533
20,1022.66504,9.072956,35.12722852831451,6.343356601594015,280088882.5275451,33.888036671730575,5.644329242374125,91168469.4034533
21,1022.54095,8.838126,34.66965693707638,6.288606812521485,327385009.65955156,33.888036671730575,5.644329242374125,91168469.4034533
22,1013.1672,9.292199,35.54910660815474,7.053825813719136,769993549.3403398,33.888036671730575,5.644329242374125,91168469.4034533
23,1018.6343,9.512757,35.96853042890091,7.203305682280892,851411839.0546458,33.888036671730575,5.644329242374125,91168469.4034533
24,1015.233,9.141964,35.260559104713906,6.447275308873988,315409244.0369931,33.888036671730575,5.644329242374125,91168469.4034533
25,1051.4673,9.3702,35.69799966398082,6.891435852298133,647214722.5334715,33.888036671730575,5.644329242374125,91168469.4034533
26,1047.4369,8.928879,34.84720377900637,6.261908146156805,202342818.563963,33.888036671730575,5.644329242374125,91168469.4034533
27,1025.494,9.050507,35.08374177450741,6.435657458837344,252976363.1247357,33.888036671730575,5.644329242374125,91168469.4034533
