Epoch,Train Loss,Validation Loss,RMSE Validation,MAE Validation,MAPE Validation,Min_RMSE Evaluation,Min_MAE Evaluation,Min_MAPE Evaluation
1,266.94977,4.161934,23.791237620677983,4.280643776756409,146515358.4681439,23.791237620677983,4.280643776756409,146515358.4681439
2,247.08376,2.3788095,17.98660709752159,3.528954553804632,431668241.8754604,17.98660709752159,3.528954553804632,146515358.4681439
3,241.23853,2.2450142,17.4734634417705,3.275980285822562,349253658.514474,17.4734634417705,3.275980285822562,146515358.4681439
4,244.95625,2.2747993,17.588993675026778,3.4057136301769972,397307824.86130077,17.4734634417705,3.275980285822562,146515358.4681439
5,242.6704,2.2618778,17.538968895165553,3.3921504605760173,404714599.09625834,17.4734634417705,3.275980285822562,146515358.4681439
6,240.9428,2.2847118,17.627275224379577,3.255886765630987,335845920.86379457,17.4734634417705,3.255886765630987,146515358.4681439
7,240.48886,2.3492527,17.87451728271313,3.444072144988506,384728973.602698,17.4734634417705,3.255886765630987,146515358.4681439
8,234.39662,2.4508224,18.256829300595022,3.5859965505998352,434414773.4224301,17.4734634417705,3.255886765630987,146515358.4681439
9,238.5115,2.1965456,17.28381379486622,3.2347311236950937,348002924.81984967,17.28381379486622,3.2347311236950937,146515358.4681439
10,233.87526,2.2285326,17.409207821289208,3.2119322843076916,338689769.01101834,17.28381379486622,3.2119322843076916,146515358.4681439
11,241.7442,2.3051825,17.706067397031212,3.2039455079903756,275529040.75984126,17.28381379486622,3.2039455079903756,146515358.4681439
12,237.34653,2.2522357,17.501544404115858,3.1866322405375356,297878369.27972335,17.28381379486622,3.1866322405375356,146515358.4681439
13,238.92876,2.1897674,17.25712514960778,3.1983151558427645,315269063.61388296,17.25712514960778,3.1866322405375356,146515358.4681439
14,238.1437,2.2051036,17.317449661515006,3.2732938205164586,367886848.9587126,17.25712514960778,3.1866322405375356,146515358.4681439
15,235.80003,2.391142,18.033171859908965,3.5180990284494573,402785221.4065421,17.25712514960778,3.1866322405375356,146515358.4681439
16,232.59279,2.2050984,17.317430677599294,3.196246027799886,312608417.14508265,17.25712514960778,3.1866322405375356,146515358.4681439
17,244.28235,2.1788323,17.213983183262737,3.2320480922439945,349299435.9468434,17.213983183262737,3.1866322405375356,146515358.4681439
18,239.77263,2.2394578,17.451829108595682,3.320363016458295,353931972.9371588,17.213983183262737,3.1866322405375356,146515358.4681439
19,240.05878,2.3987765,18.06193758087296,3.249157276995951,266264500.38804278,17.213983183262737,3.1866322405375356,146515358.4681439
20,244.74782,2.3060617,17.70944379464065,3.3769247392653163,365549328.4972677,17.213983183262737,3.1866322405375356,146515358.4681439
21,240.20169,2.225143,17.3959588914577,3.1909709350514825,296649371.7014104,17.213983183262737,3.1866322405375356,146515358.4681439
22,244.6068,2.180797,17.22174221626303,3.2100739835697367,318145549.62610674,17.213983183262737,3.1866322405375356,146515358.4681439
23,241.06909,2.2722156,17.579002566035648,3.19295252858961,296395077.12957895,17.213983183262737,3.1866322405375356,146515358.4681439
24,233.22812,2.2446394,17.47200379795147,3.1914814453416134,294604664.41901654,17.213983183262737,3.1866322405375356,146515358.4681439
25,241.1327,2.2617424,17.538442802493318,3.3138454625694025,360932958.99529743,17.213983183262737,3.1866322405375356,146515358.4681439
26,243.8879,2.3343859,17.81787073452024,3.1857008428701126,264659390.3978595,17.213983183262737,3.1857008428701126,146515358.4681439
27,238.16046,2.1910255,17.26208302370237,3.1659045418824645,320192682.61896825,17.213983183262737,3.1659045418824645,146515358.4681439
28,241.81343,2.2396002,17.452383203498115,3.345693492145938,383110127.2701306,17.213983183262737,3.1659045418824645,146515358.4681439
29,248.2831,2.4380565,18.209220823992723,3.526905206813165,397321366.91947156,17.213983183262737,3.1659045418824645,146515358.4681439
30,247.18034,2.299837,17.685528398198283,3.1666921135397432,282599188.82194835,17.213983183262737,3.1659045418824645,146515358.4681439
31,245.13168,2.2552652,17.51331055467311,3.1761927396557783,297661321.7878992,17.213983183262737,3.1659045418824645,146515358.4681439
32,244.65445,2.4086556,18.099093406931626,3.2252244781505324,256714517.2934487,17.213983183262737,3.1659045418824645,146515358.4681439
33,242.4023,2.2456052,17.475763483354715,3.2678579464408046,336320947.5465235,17.213983183262737,3.1659045418824645,146515358.4681439
34,245.91914,2.3999174,18.06623338681707,3.4338063499500735,356928564.71769947,17.213983183262737,3.1659045418824645,146515358.4681439
35,247.55894,2.241438,17.459540007267908,3.228785340863563,310731420.83301103,17.213983183262737,3.1659045418824645,146515358.4681439
36,247.73697,2.2166002,17.36253546695033,3.2193788279750084,318219125.6587697,17.213983183262737,3.1659045418824645,146515358.4681439
37,247.00029,2.5905066,18.7698932293063,3.330142028317886,247355574.98452583,17.213983183262737,3.1659045418824645,146515358.4681439
38,243.605,2.272256,17.579159985290385,3.149402684578174,276540330.28809994,17.213983183262737,3.149402684578174,146515358.4681439
39,244.8084,2.4366217,18.20386100831413,3.456672923891902,351838733.2104414,17.213983183262737,3.149402684578174,146515358.4681439
40,242.63083,2.2422912,17.462863559239313,3.2449195598306546,322418600.0258828,17.213983183262737,3.149402684578174,146515358.4681439
41,243.73853,2.284849,17.627801804149733,3.266376718459864,318754748.290828,17.213983183262737,3.149402684578174,146515358.4681439
42,247.51082,2.2371254,17.44273538280722,3.1430955272037364,253163332.57131222,17.213983183262737,3.1430955272037364,146515358.4681439
43,251.41736,2.3059661,17.709075635259698,3.308629864107585,328116393.0997078,17.213983183262737,3.1430955272037364,146515358.4681439
44,245.193,2.3580256,17.907861214680597,3.3312615619914006,311390845.9503868,17.213983183262737,3.1430955272037364,146515358.4681439
45,249.57597,2.2080653,17.329076149015748,3.2164767988353775,318422492.30139375,17.213983183262737,3.1430955272037364,146515358.4681439
46,245.8546,2.1988847,17.29301535296688,3.1873479452995532,322184767.3603595,17.213983183262737,3.1430955272037364,146515358.4681439
47,251.36426,2.339987,17.839232473713636,3.2089643531651117,266833909.52040097,17.213983183262737,3.1430955272037364,146515358.4681439
48,246.95996,2.3439,17.854142662495512,3.1929161851528236,233288625.68793207,17.213983183262737,3.1430955272037364,146515358.4681439
49,255.0198,2.603731,18.817742877553826,3.623376373656153,352505616.3177722,17.213983183262737,3.1430955272037364,146515358.4681439
50,252.69823,2.4692795,18.325447397283575,3.5730392317322486,384988994.53222424,17.213983183262737,3.1430955272037364,146515358.4681439
51,252.38701,2.3492346,17.874448576552197,3.235639904336054,262737273.82415184,17.213983183262737,3.1430955272037364,146515358.4681439
52,262.70718,2.8863769,19.812806002394648,3.9008294647291653,414009445.2433069,17.213983183262737,3.1430955272037364,146515358.4681439
53,255.17772,2.2821643,17.617443558847796,3.170835186923268,273140685.5837361,17.213983183262737,3.1430955272037364,146515358.4681439
54,246.80249,2.3003516,17.687506293757025,3.2329076732396067,284817638.04581565,17.213983183262737,3.1430955272037364,146515358.4681439
55,254.02028,2.3958747,18.05100937614537,3.390431911719613,330220163.6121327,17.213983183262737,3.1430955272037364,146515358.4681439
56,255.7688,2.3448038,17.857585292018996,3.359400911117133,327463617.0229389,17.213983183262737,3.1430955272037364,146515358.4681439
57,250.18092,2.3751585,17.972800287654625,3.3017864048196754,285997594.23722696,17.213983183262737,3.1430955272037364,146515358.4681439
58,251.21703,2.4235284,18.154887436453237,3.4559024840102777,353688678.8833234,17.213983183262737,3.1430955272037364,146515358.4681439
