,Vegetarian's Delight,BBQ Chicken Pizza,Cheesy Sausage Pizza,Chicken Supreme Pizza,Beef Pepperoni Pizza,French Fries,Cheese Balls,Classic Margherita Pizza,Four Seasons Pizza,Corn & Cheese Pizza,Sauteed Garlic Mushroom,Pizza Fun-Guy (Funghi),Hawaiian BBQ Chicken Pizza,Chicken Cashew Nut Salad,Water 500ml,Chicken Wings,Potato Wedges,Single Chicken Burger,Single Beef Burger,Double Chicken Burger,Double Beef Burger,Pizza Seafood Marinara,Prawn-Lime Pizza,Chicken Cheese Balls,Fried Calamari,Tandoori Chicken Pizza,Naga Beef Pizza,Club Sandwich,Smoked Chicken Sandwich,Crispy Chicken Burger,Chicken Caesar Salad,Fish & Chips,Teriyaki Chicken,Mongolian Beef,Moroccan Chicken,Penne Alfredo,Spaghetti Bolognese,Fettuccine Alfredo,Seafood Marinara,Coke,Sprite,Fanta,Espresso,Doppio,Macchiato,Americano,Cappuccino,Latte,Flavored Latte,Caffe Mocha,White Mocha,Full English Breakfast,Continental Light Breakfast,Chicken Butterfly,Blueberry Cheese Cake,Cream of Mushroom,Blueberry Cheesecake Shake,Oreo Vanilla Shake,Strawberry Shake,Apple Soda,Lime Soda,Mango Cheese Cake,Brownie with Ice Cream,Seafood Clear,Hot & Sour,Light English Breakfast,English Breakfast Tea,Earl Grey,Green Tea & Mint,Spaghetti Aglio e Olio,Fettuccine Creme Lime,Zero Coke Can,Prawn Tempura,Grilled Dory,Thai Soup,Munchie Brownie,Fudge Brownie,Chicken & Chips,Honey-Ginger Chicken,Chocolate Chips Cookie,Almond Cookie,Garlic Chicken Pizza,Tom Yum Soup,Greek Salad,Stir-fried Chicken Basil,Beef Steak (300+ gms),Meat Lovers,Classic BBQ,Mango Shake,Chocolate Shake,Virgin Mojito/Nojito,Goa Lemon,English Afternoon Tea,Fruit-flavored Tea,Ceylon Supreme,Soda water (Schweppes),Dry Ginger Ale (Schweppes),Tonic Water (Schweppes),Seafood Salad,Chicken Pasta Salad,Pasta Basta,Cheese Sandwich,Thai Fried Rice,Thai Chow Mein (Pad Thai),Fried Chicken with fries,Stir-fired Beef Basil,Peanut Butter Cookie,Americano Misto,Hot Chocolate,Himalayan Tea,Burger Cheese,Poached Egg,Etra Fries,Glass Coke,Glass Sprite,Seven up,Pepsi,Glass fanta,Mirinda,Mountain Dew,Rice,Moroccan Chicken Platter,Teriyaki chicken Platter,Mongolian beef Platter,Chicken Basil Platter,Honey Ginger Chicken Platter,Beef Basil Platter,Grilled Dory Platter
Club Sandwich,1.0,0.052893304028457114,0.043957739564157744,0.04109874725055833,0.03409652395388326,0.029733550872915505,0.0260897025603624,0.025968194582383718,0.024724272003369133,0.023118271078589776,0.020577505952201907,0.020115405854153164,0.017435232427825218,0.01649630115275893,0.016046985658194228,0.01506158320069003,0.014864975581026427,0.014719224011383399,0.013882786595706383,0.013807827830644989,0.013759505439833225,0.013071757292650501,0.012978245160530165,0.012664959007135393,0.012651135538990084,0.012561913406737955,0.012438201498091486,0.012401620276051097,0.012038040983967952,0.011943619692395081,0.011785909445577938,0.011744162079809111,0.011743786510174164,0.011150006473019185,0.01112193555900632,0.010401365926035527,0.010289274953984413,0.010184041565785073,0.01016822246152407,0.010157063004874239,0.009327253785490852,0.009197835533568144,0.009114562694623837,0.009087178446629953,0.009017622136850062,0.009014892717478035,0.009008104961910225,0.008996731046775624,0.008686757795013366,0.007417079856382103,0.007050206686686738,0.007048289785678742,0.0070384164767834006,0.006990756749034586,0.0068513881375876304,0.006819726890078295,0.006470845497464402,0.006309836296381159,0.006137821180172181,0.005960246540306426,0.005896472122448399,0.005863200978582777,0.005821370661170316,0.005439725081733493,0.005427518547548292,0.005174803192592262,0.005145501102699114,0.005105392372038261,0.005010323492884031,0.004772521450736628,0.004723529807751228,0.004631044610374868,0.004404883593643388,0.004257396328249585,0.004227079686841734,0.004215174619248891,0.003812944902591834,0.003602062554449305,0.003591031456304428,0.00359018160396933,0.003482892798446504,0.0034145434150286325,0.0034082268499622537,0.00336812382364183,0.0031122206231384768,0.0030637761926126405,0.0029866685625963394,0.002869170797447147,0.0028505926384339905,0.0028066789547384076,0.0027783168972592676,0.002754627762337615,0.002687216697125369,0.002388645851174614,0.0023407520107946427,0.0023357244925541892,0.002125488892110034,0.0020831646802488214,0.0020446494433872995,0.0019276970938742265,0.0019276970938742245,0.0017202991244077209,0.0016812419054700418,0.0016694054039996398,0.0016694054039996366,0.0015079214992929745,0.001242896370339299,0.0011971527296890303,0.0011804168593431458,0.0011804168593431321,0.001027214285306898,0.0010080415708991044,0.0009175280595481316,0.0008964694299716559,0.0007832920302911229,0.000647738117525204,0.0005605797207669594,0.00037205176761268655,0.0003250329281936326,8.764057445855192e-05,7.744679386951383e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smoked Chicken Sandwich,1.0,0.05067452716731322,0.03441091843852438,0.034016217198973644,0.029904492095998117,0.025347605284905664,0.02027440277772385,0.019181430744875418,0.01879442037890991,0.01680041994177979,0.016784387244453584,0.016117195849361526,0.015656716407407217,0.015432329240761643,0.015426913615322968,0.015229462729451757,0.014754178814530452,0.01398073301186097,0.013089705460009515,0.012473585349673341,0.012308461629775636,0.011690859579086438,0.011609108217492373,0.011364741001017312,0.011043550096839562,0.010781507982098534,0.010574626296464492,0.010520444953332365,0.010418394498710574,0.010418202729593613,0.010038647935320999,0.009862108630489768,0.009750570705355717,0.009595921853750598,0.009239472913947618,0.009064313346107734,0.008717112682521084,0.0084402295023179,0.008397352289516422,0.008292363189156791,0.00827017448008807,0.008146953398206685,0.008144003363297491,0.00801666326216638,0.007994630042805179,0.007845158026608819,0.00750691079726178,0.007453326245846059,0.0074524614773176035,0.007333613977760593,0.00718542072125339,0.007108143410303003,0.006887069342774257,0.006731905634552841,0.0066781522855869305,0.0064012266706086505,0.006253046678738136,0.006202577358918415,0.006199415851976216,0.005928024852239853,0.0054715431144521515,0.005398152053355577,0.005297631617741661,0.005282687883193021,0.005235882839262087,0.005219207661221287,0.005217096667545611,0.004994392256793001,0.004873531809885998,0.004696984540352572,0.0046596557512309416,0.004622903091704504,0.004617847228028285,0.00450152917866983,0.004423503621933443,0.004278816988656388,0.004255006218939885,0.003971902715648513,0.0039483415084084926,0.003908092992038971,0.0038086164505417765,0.0037310979538292474,0.0036036655809629585,0.0035808357431282713,0.003561262917641077,0.0035509885188147725,0.003535367689581562,0.0034145434150286325,0.0032127459611737807,0.003158600274147951,0.0031419438855075934,0.003085304665203789,0.002976225737719833,0.0029376345579144422,0.0029125870115163112,0.0026385850480834506,0.002277759719788405,0.0022699861155051977,0.0021618962435999687,0.0020382374687863726,0.0020382374687863717,0.001944371331919792,0.0017651344995224232,0.0017651344995224224,0.001653147730840515,0.001334335960162227,0.0012768234238817817,0.0012481057730210653,0.001248105773021056,0.0012273656978115089,0.0011263004930863402,0.0010114659782702227,0.0008587564774120316,0.0007973707731671404,0.0007830498270652323,0.0007707169002123172,0.0005762892391903616,0.0003853919499729665,0.00020349647985887844,9.08080336067755e-05,2.7287065638562305e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crispy Chicken Burger,1.0,0.08748092367216635,0.02840125690506017,0.02501854548664507,0.01857693112523856,0.014568545394088394,0.014465953273620567,0.01362166788434562,0.013292923534154179,0.011657746245941089,0.011537801553313657,0.01038016390101955,0.010229054096762351,0.010114492308411613,0.009647463638271877,0.008669922454428906,0.008573795363950072,0.007635008608691896,0.006802505447849752,0.0065156815231878894,0.0062761121058258216,0.0062172936524696075,0.006136051701402632,0.006094816370090459,0.006089344971225451,0.005899460926253342,0.005756835742084804,0.005596373760382907,0.005584772864585881,0.005446927122145487,0.005427518547548292,0.00528162932979824,0.004999162410658345,0.004932726982370541,0.004897452972348807,0.00489072013641577,0.004868522245136332,0.004860812170080942,0.004803841921385364,0.004782173894574335,0.004780667205262319,0.004669956709207826,0.004545721814923655,0.004498675222525234,0.004492077514591634,0.004473690826305388,0.00441592508437855,0.004367902372433352,0.00430047537120313,0.00427764818815138,0.004250158391980548,0.00423484440259934,0.004171038342008045,0.004053041148605988,0.004008835769817951,0.003971150983332192,0.0039483415084084926,0.003916133406584634,0.003906099371029765,0.0038539411307348215,0.0036432637092546445,0.003614678604491668,0.003609023841514311,0.0033604471637889567,0.0033220112072869013,0.0033208559022824737,0.0033124045337273897,0.0033110333118102388,0.00302544034002063,0.0029897142113695517,0.0029373986521596465,0.002899722405687855,0.002884236005242854,0.002881085088696092,0.0028781105092727764,0.002848500753543424,0.0028153871732658703,0.0028069444119797685,0.002782503562146057,0.0027597877007751632,0.002689026838058531,0.0026495865725230587,0.002393601267537482,0.002322240742702946,0.0022251377766230544,0.0021771384235214483,0.002140379185083824,0.0018959047846199906,0.0018533550528881551,0.0018110776547862824,0.0017317943501865478,0.0016428870530055034,0.0015984392253062054,0.0015769989938413914,0.0015620208651799142,0.0015476332730805212,0.001474178863728212,0.0014099213625379454,0.0013580954371827801,0.0013570645655968244,0.0013150624353193657,0.0011416978727846268,0.001112637111935117,0.0010527634159150422,0.0010403760365426515,0.0009225487435496955,0.0008767175448159873,0.000858191228464017,0.0008508739178218367,0.0007451251841363844,0.0006315695014236089,0.0005954442197469929,0.0005954442197469925,0.0005156607858074797,0.0005156607858074789,0.00046076015312343456,0.00036461765596957214,0.00036461765596957106,0.0002458585499872192,0.00011114928529588929,6.99997998186622e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicken Caesar Salad,1.0,0.054141876098693684,0.05009249447065493,0.024955995337910455,0.021925331035701233,0.021003355452530972,0.01649457480986603,0.014514796517129513,0.01311374514350726,0.01234375141611742,0.011596117310984859,0.01149347610178583,0.011170856860302548,0.01084192930452083,0.010614220955796247,0.010386537557561751,0.010113876450125328,0.01006655815470435,0.009808383020927536,0.00979618886702646,0.009743591881967885,0.009129396609054364,0.009067475340139425,0.008783839342328296,0.008313287086820283,0.007931639383915067,0.007614064687409335,0.007518771688177474,0.00735493175983004,0.006946298185636446,0.006413828836614368,0.006068305694846164,0.0059390860360097,0.005883426122818647,0.005767525848055983,0.005762348262307289,0.0057588203762223775,0.005700781984199933,0.005679293014156232,0.005428143931214558,0.005270904543627124,0.005154428133982476,0.005147230354589445,0.0051125475777148615,0.0051056171550460565,0.005040127949611157,0.0050158726717181995,0.004897793146470305,0.0047307083054372165,0.00463446064532394,0.004629346757748374,0.004628089361446523,0.004599787447422422,0.004525766912717915,0.004439248408896639,0.004418264786869429,0.004257097187579108,0.0042508537753523324,0.0041787907166847054,0.004053917605389577,0.004047939264441964,0.004021925665287237,0.004007434034329143,0.0038074413622468405,0.0037058377603880347,0.0036469851983529436,0.0035808357431282713,0.003571077528525343,0.0034865092994073037,0.0034476211157939527,0.0032928216328187857,0.003179991766985987,0.0031436198143036864,0.003134529017353645,0.003133231429802074,0.003119347896759064,0.003060100750077389,0.0029061532637924548,0.0028615329335385763,0.002849766892863301,0.0028338716489790063,0.0028291671061647043,0.002799689265578687,0.0027796608828961535,0.0027440078439546906,0.002695536785142679,0.0026642013980570987,0.002633083630827613,0.002544626589691462,0.0024297399821728767,0.002409838214194252,0.002393601267537482,0.0023407520107946427,0.002225632352703708,0.0017940950451615571,0.0017138231166530678,0.0016740179160984444,0.0015546643193624528,0.0015491761575205632,0.0015126033318643359,0.0014923144368996924,0.001464525649961598,0.0013950157289290136,0.0013806953925499653,0.00124444382356335,0.0010989956593926813,0.001080388906263004,0.0010528887029449404,0.0010429967246465383,0.0009962302134276784,0.0009845080340572688,0.0008730080451030039,0.0008121065167821735,0.0005976543349492966,0.0005634689742777773,0.0005634689742777772,0.00048796989611835155,0.0004879698961183509,0.0003450377546700201,0.0003450377546700162,0.0003384874947114262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish & Chips,1.0,0.22258937677676852,0.19006328206455972,0.16345874421655557,0.09959163658019733,0.09651130088685153,0.08222438670542338,0.07953240112790788,0.0574673291377685,0.05615360316193383,0.0546557954474255,0.051272119736985644,0.04627593290386763,0.043957739564157744,0.04248095877720572,0.04085407853178917,0.03219636416432887,0.03214086995671061,0.029982315657478793,0.029730471670282387,0.02959002518560128,0.029161036730126648,0.02627991039381827,0.025964992084116182,0.024966642581001994,0.024916275122128243,0.024764999291173116,0.02452006143936414,0.024245089605974723,0.024078896171010344,0.023742614650602074,0.022409717011096245,0.022036134487936638,0.020274081149736518,0.018499216561239838,0.01837161422773629,0.018079985908700708,0.016405281111478317,0.014315991715729835,0.014075238148721336,0.013810722747750524,0.013362545421136164,0.012923025914086705,0.01246214362177111,0.01221931045826169,0.011762873913577188,0.01172636467023231,0.011531028974290614,0.010393581854424452,0.010186049124343594,0.009945103756336029,0.009881525103932127,0.009803436860477159,0.009638393743776886,0.009605090848158148,0.009505864813739483,0.008945983903342494,0.008936094704095489,0.008004771978104275,0.007806950202944607,0.007591019426154164,0.00753439115132341,0.007508671398742214,0.007304346939832336,0.0072416831985354846,0.00698017037338969,0.0069244508372266885,0.006896330364763972,0.006841296418167859,0.006544274852062493,0.00648474522006787,0.006310085990213673,0.00613500092916253,0.00568875063579665,0.005428143931214558,0.0052298932846391475,0.004930939874943795,0.004830582982015395,0.004589115016473156,0.004583900508695849,0.00429948136741386,0.0041464308717288545,0.003927316182342993,0.0035762754783122976,0.0035509885188147725,0.0035096806945044377,0.003444581299885818,0.00343457887276213,0.0033431027803989557,0.0033087846323148337,0.0029822628665261575,0.00271299499961866,0.002634090528141075,0.002616422007215139,0.0025891114211400103,0.0025606450929272005,0.0025232082171347046,0.0023874282757975667,0.0023593365133658703,0.0023555569485764535,0.0022156189741792853,0.002092130979150411,0.002090787698595689,0.002083854318379216,0.0020412770234865467,0.002005998010785995,0.0019461827547413459,0.0019295887564452227,0.0018586563448489562,0.0014453321564979519,0.0014322561584451691,0.0013892150078420493,0.0013706060178082188,0.0012056166045574877,0.00116940152188582,0.0008268700151972545,0.000826870015197252,0.0007266817588469699,0.0002458585499872192,0.0001794794789429919,0.00015243059501086298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teriyaki Chicken,1.0,0.16140389400140742,0.13135164806646,0.12930671346769537,0.10699892155163981,0.0992951282294327,0.07870934176814368,0.07274237806211971,0.07047088565273574,0.05549322210203513,0.051272119736985644,0.04900437841505804,0.04098672670348918,0.04011427084308394,0.03792566331536119,0.031175524645021033,0.02966264989971653,0.025538765956772853,0.02441616929450468,0.02220372583836059,0.021003355452530972,0.02064939001568235,0.02051028967425035,0.019993729901122675,0.0168056316106104,0.016466530208904456,0.015013381191214686,0.014196693512664562,0.013664376997986366,0.013001741701310913,0.012651135538990084,0.012431399917745492,0.011995706819656097,0.011988285203465569,0.011911401254195231,0.011607167659951132,0.011363681160481285,0.010957733415849552,0.01070378192726846,0.01045589853083804,0.01044384743692912,0.010396530002020433,0.010075645136258266,0.010011501971092756,0.010006144981019477,0.009680372502537867,0.009152279282030466,0.009123278305349095,0.00898839057681082,0.008719988797712316,0.0084402295023179,0.008425117522395976,0.008352284548375694,0.008069165472289844,0.008065956157053225,0.007808091583192579,0.007795761626365849,0.007712542131216307,0.007678896290802637,0.007510828337606498,0.007442148813754118,0.0068011036513223894,0.006575354494347762,0.006575115080853351,0.0061635412229667,0.006136051701402632,0.005938138678102436,0.005803849081960093,0.005676592904764667,0.0055276789671017445,0.005488610697482967,0.00545970137551528,0.004996994266077685,0.004986596379356454,0.004907442965249169,0.0048932309816507175,0.004871862551139843,0.004721762894290254,0.004527695457629949,0.004512838257649558,0.0044665123557019095,0.004463146886626276,0.004367098617669971,0.003495028972230264,0.0034060665562135107,0.003327442532250027,0.003268151085487999,0.003222777870780219,0.0031848569366797635,0.0031718892134004885,0.00304711638752354,0.0030025702267629543,0.0029981300882785614,0.002989393784107628,0.002976753685914039,0.0029284767296457403,0.002906165519799608,0.002824157479716212,0.0027824112924840073,0.002627142678193831,0.0026047425202336163,0.002529379894744594,0.0024576478637166293,0.002415228462053806,0.0022459392193198606,0.0019333956540259847,0.0018239680613762437,0.0018228069342784469,0.001752448402026139,0.001694780344220791,0.0015785694527435926,0.001535168160024458,0.0015348117596688327,0.0014911386244554684,0.0014309939513340378,0.001116187830228819,0.0011161878302288172,0.0009060422122466044,0.0007786610409132022,0.0007531627809284844,0.00010475857075450192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mongolian Beef,1.0,0.16979865477838402,0.10408648047047384,0.0992951282294327,0.09723069044616203,0.09651130088685153,0.09043649370149319,0.08349307091350859,0.058213217572034785,0.057537088427869615,0.05167043438249695,0.04962983347709224,0.047287028466112546,0.04617248870154719,0.039932010538446104,0.03899225850735369,0.03419430446987605,0.03269484658335225,0.025621018573183094,0.024538421844439308,0.02290592834740311,0.02240240957747556,0.021362007071107178,0.020902260470684067,0.01938503437272368,0.018124748958413074,0.01719483441130522,0.016189056521752777,0.015061467714306696,0.014932977124584293,0.014489317117054949,0.013506935060039105,0.012851766623591627,0.01269462081371355,0.012470795386930706,0.011595833904528284,0.011467017830830461,0.011347471120492406,0.011275620662981874,0.010401365926035527,0.009980078324161765,0.00968753586786394,0.009437831944873043,0.008887456183566645,0.008885405249489095,0.008304702504270274,0.008020137041984895,0.007607935506303752,0.007275675491658825,0.007186427858454099,0.007127136832702858,0.006854358815420302,0.006733659189204355,0.00672841390560174,0.006711066382749292,0.006662231839455648,0.006562431652475574,0.00646746133960142,0.006342226815822663,0.006204407152190503,0.005888779719016964,0.005651268447965786,0.005157249983709164,0.005108469293504024,0.005066150620484093,0.004973183839085465,0.004668083384144334,0.004611152203876108,0.004569268088639818,0.00453526748909981,0.004529191896544799,0.0045246893324360745,0.004498675222525234,0.004487796837445571,0.004457681103578381,0.004426249967104294,0.004257097187579108,0.004171596178746852,0.004134175494246221,0.003656737418284918,0.003535367689581562,0.003221060121934986,0.0031554865174369907,0.0030800522031930555,0.002964864721285769,0.0028529845921130646,0.0028047436607534742,0.002680089638410411,0.0026218747374003285,0.00260100496354311,0.002594960253638823,0.0024394653309911,0.0023388810286888496,0.0020305465531010383,0.0018919584329426965,0.0018723737482345432,0.001850342393805189,0.001848172546064298,0.001753447567970609,0.0017210222870368793,0.0016407827464139271,0.001615413831690471,0.0015588559296753548,0.0015263208265501214,0.0015133067531629132,0.0014329229016959218,0.0012583827502179658,0.0011243894254247637,0.0011232667632388312,0.0011093528333751051,0.0011029869206921914,0.001059016782629381,0.0009171193676983097,0.0009171193676983093,0.0007863879510593888,0.0006863079938669201,0.000648484281330057,0.0006484842813300524,0.0005235421129576439,0.00037293055284414855,1.5482473676350315e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moroccan Chicken,1.0,0.16295359188897873,0.15610485296975704,0.1551770417884495,0.15152053269380017,0.13230238342706568,0.13135164806646,0.12730320127705694,0.10408648047047384,0.08459381050822257,0.07784286396221722,0.05007919368806117,0.04236360407130111,0.042181787451254,0.03746339367790758,0.037029435778909235,0.03371818434404722,0.032805679950637184,0.02959002518560128,0.029320583038395936,0.027671802971033208,0.02647230571626462,0.021925331035701233,0.020916638280451646,0.01782285849050466,0.01665658458587339,0.016016891756257676,0.01585249668770355,0.01500003651097978,0.014723944544119209,0.014535597632376513,0.01397212793468744,0.013442293943779408,0.012818285993834421,0.01251820819364325,0.012032939750896136,0.011922946120893532,0.0119150370699926,0.011744162079809111,0.011043533598131584,0.010969550694470476,0.01033960002940617,0.009940364407350136,0.00905121609389721,0.008557020983077911,0.008550679485355669,0.007832634402404386,0.007525951745556776,0.007271152706701581,0.006966852572533522,0.006506889670596869,0.006461880253548881,0.006432574570992834,0.006300165969770509,0.00624273230862414,0.0062067700535319795,0.006139264635101202,0.006054823126300248,0.005551386937385122,0.005434221323107078,0.00531745715745354,0.00528162932979824,0.005207855801765817,0.005174034122799498,0.005030813947128108,0.005024748482052981,0.004665628519433763,0.004648070535946743,0.004426936056334044,0.004347956646924647,0.004124906045041486,0.00402716864348879,0.0038322629581661284,0.0037816567703915526,0.0036819115322160086,0.003659238422481031,0.003616107687045418,0.0034365128839496362,0.0034245666522104753,0.003420900888156393,0.0033376528623517325,0.0033053101291681646,0.0032928841599918924,0.00329239242798056,0.003280862335190825,0.0032475610477134364,0.003078188539322372,0.0029879596853748286,0.00298568312147805,0.0029338275276030424,0.0028124975204465784,0.002756147177380654,0.002745942311678497,0.002399498947887473,0.002383944983776625,0.0023837767605543758,0.0021982436197002775,0.0021723779054680986,0.00197162474130068,0.0019263462794325318,0.001791963288175301,0.0017766842319416074,0.0016693324126554826,0.001334335960162227,0.001318761277143177,0.0012643680182216665,0.0012433291631895654,0.0012433291631895633,0.0011539510902823368,0.001076735774813815,0.0010767357748138148,0.000963706299168325,0.0008929889650910079,0.0008218869732720168,0.0008117737275206219,0.0007613471590561711,0.0007613471590561645,0.00044302716430073716,0.0003800828002597962,4.254958959231837e-05,2.9870041070733393e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penne Alfredo,1.0,0.044953867076704165,0.044549660090548164,0.02990580038653989,0.02819055194789273,0.026503096299997555,0.025126785714473906,0.024353873591710765,0.023169107177874928,0.022036134487936638,0.02179389987080877,0.021256775995542505,0.02109070367513802,0.019842264553025575,0.01867418062294496,0.018582393155498426,0.01649630115275893,0.016453233544430658,0.014554768834357653,0.013377262247643703,0.012886465082942977,0.012799878317980438,0.01228103030375559,0.011966581704864082,0.011925468361259076,0.01191843513468082,0.011588789466261044,0.011581263948606625,0.011504549564577103,0.01140522038487579,0.011270408525109254,0.010907878034400633,0.010826591070760852,0.010728362097349618,0.010569517548887412,0.010234694330888071,0.010173185378066062,0.00922387693464413,0.008842885038026367,0.008826839177812148,0.008589368597594524,0.008104166104494194,0.008083700126531495,0.007894043349504373,0.007525951745556776,0.007241981037650832,0.007115974868378598,0.0070154841682312785,0.00699669157884604,0.006965575938069842,0.006833344514998737,0.006734587244535237,0.006731905634552841,0.00654237153218601,0.0061967629868812,0.006073556604704847,0.0060615603063747725,0.00605156056845211,0.0059610733183230605,0.0059195055936296405,0.005858912253267365,0.0058300207863843335,0.0058198015363526215,0.005810210591444793,0.005756835742084804,0.005707713683616402,0.005666645285323724,0.005216218281923227,0.004881096900678532,0.004818352215206117,0.004768890102999326,0.004750735137369633,0.004721762894290254,0.004641523965674772,0.004637840708212063,0.004611152203876108,0.00453518369046498,0.004169199237973366,0.003998854154335466,0.0037316384122585973,0.003683926673559306,0.0036072104363456224,0.003418115435538209,0.0031786023392659153,0.0030254762278674745,0.0030153496916082677,0.0030049543935800997,0.0029061532637924548,0.0028582715686612907,0.0028049972147086988,0.0027810805918282583,0.0025368034045510526,0.0022867303244547043,0.0021593681395545112,0.0021200311580121933,0.002110030976928514,0.002064284315232259,0.002042844185037681,0.0020273905883308493,0.0019915049099865816,0.0019462088664015406,0.0019090341819771148,0.0018231674163189042,0.0017964601225007835,0.0017262877932749082,0.0016854367883872101,0.0015674655807976666,0.0013078515939889538,0.0011917524620459845,0.0011917524620459765,0.001117637183851313,0.001054611637757872,0.0006900569151018148,0.0005705327397670692,0.0005694081437159974,0.0003506802988362609,0.00030171724558316563,0.00024239539503176846,0.00022358206948440404,1.588087327527722e-05,1.2974240377249653e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spaghetti Bolognese,1.0,0.02661854370370845,0.02317390905992783,0.01844313858626586,0.018202936280213904,0.017454814068830038,0.01728223734753324,0.015401330963366617,0.014818931790659594,0.014387273498679142,0.01396679684086512,0.01307537782296085,0.012750973869350814,0.01192830997757732,0.011705951442074442,0.011661011438795194,0.011597318928366705,0.011504549564577103,0.010837790044062452,0.010418394498710574,0.010137066805583928,0.009860439975827355,0.009716845301525839,0.009691948506367556,0.009576062120312862,0.009562531681268057,0.0095470375733512,0.009477440708254119,0.009197835533568144,0.009053721914855489,0.008849989956207142,0.00874283997728856,0.008425117522395976,0.008362059232095377,0.007832634402404386,0.007824549103431947,0.007516987713987298,0.007418182036088242,0.007194891263423691,0.007148647709580445,0.007117155377420451,0.0070677983331523765,0.007009893901765122,0.007003239494728012,0.006846505927640017,0.00670257020830827,0.006699119915352427,0.0066956173830197705,0.006510078648149811,0.0062761121058258216,0.0059390860360097,0.005882604841709635,0.005786270750402815,0.005764229529221589,0.0057336302604881996,0.005625220623987304,0.005307707379098864,0.005306472798332009,0.005098180453264069,0.004827893782453411,0.004704184353781139,0.004588559227483246,0.004579404282110832,0.004493708352994085,0.0040607753937802,0.00396610254647501,0.003890347996327953,0.0038400410651823215,0.003782600222118413,0.0037116043818772666,0.0036808392708992,0.0036577834507734133,0.003620234992838097,0.0036004633129974447,0.003519649882395018,0.0034534025844818986,0.0034429570144545152,0.003361890620583319,0.0032629782796369097,0.002964864721285769,0.0029460444318872045,0.0029115590139258394,0.0028364542687780597,0.002832820146595695,0.0027607135842797697,0.0027420652738429224,0.002612152904278566,0.00258141691125793,0.0024850747300396987,0.002483489092782772,0.002473660627371374,0.0021293736807050856,0.002113729673693267,0.0021112177171177114,0.0020905763352698594,0.0020695293365187123,0.0019746565362878023,0.0018717235789437417,0.00186345661758879,0.0018487716630703295,0.0016224017381143707,0.00157126400395427,0.0015670720339037475,0.0014774367388099977,0.001477436738809994,0.001451749812975989,0.001279475330265726,0.0012794753302657227,0.0011314040579302538,0.000904701906044408,0.000904701906044406,0.0008366074254126768,0.0005949881874306478,0.0005946507753889864,0.0005902666460982016,0.0005161620678476413,0.0003827157961771862,0.0003312618338610641,0.0002782346269643738,0.00018927788024903684,0.0001794794789429919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
