,Vegetarian's Delight,BBQ Chicken Pizza,Cheesy Sausage Pizza,Chicken Supreme Pizza,Beef Pepperoni Pizza,French Fries,Cheese Balls,Classic Margherita Pizza,Four Seasons Pizza,Corn & Cheese Pizza,Sauteed Garlic Mushroom,Pizza Fun-Guy (Funghi),Hawaiian BBQ Chicken Pizza,Chicken Cashew Nut Salad,Water 500ml,Chicken Wings,Potato Wedges,Single Chicken Burger,Single Beef Burger,Double Chicken Burger,Double Beef Burger,Pizza Seafood Marinara,Prawn-Lime Pizza,Chicken Cheese Balls,Fried Calamari,Tandoori Chicken Pizza,Naga Beef Pizza,Club Sandwich,Smoked Chicken Sandwich,Crispy Chicken Burger,Chicken Caesar Salad,Fish & Chips,Teriyaki Chicken,Mongolian Beef,Moroccan Chicken,Penne Alfredo,Spaghetti Bolognese,Fettuccine Alfredo,Seafood Marinara,Coke,Sprite,Fanta,Espresso,Doppio,Macchiato,Americano,Cappuccino,Latte,Flavored Latte,Caffe Mocha,White Mocha,Full English Breakfast,Continental Light Breakfast,Chicken Butterfly,Blueberry Cheese Cake,Cream of Mushroom,Blueberry Cheesecake Shake,Oreo Vanilla Shake,Strawberry Shake,Apple Soda,Lime Soda,Mango Cheese Cake,Brownie with Ice Cream,Seafood Clear,Hot & Sour,Light English Breakfast,English Breakfast Tea,Earl Grey,Green Tea & Mint,Spaghetti Aglio e Olio,Fettuccine Creme Lime,Zero Coke Can,Prawn Tempura,Grilled Dory,Thai Soup,Munchie Brownie,Fudge Brownie,Chicken & Chips,Honey-Ginger Chicken,Chocolate Chips Cookie,Almond Cookie,Garlic Chicken Pizza,Tom Yum Soup,Greek Salad,Stir-fried Chicken Basil,Beef Steak (300+ gms),Meat Lovers,Classic BBQ,Mango Shake,Chocolate Shake,Virgin Mojito/Nojito,Goa Lemon,English Afternoon Tea,Fruit-flavored Tea,Ceylon Supreme,Soda water (Schweppes),Dry Ginger Ale (Schweppes),Tonic Water (Schweppes),Seafood Salad,Chicken Pasta Salad,Pasta Basta,Cheese Sandwich,Thai Fried Rice,Thai Chow Mein (Pad Thai),Fried Chicken with fries,Stir-fired Beef Basil,Peanut Butter Cookie,Americano Misto,Hot Chocolate,Himalayan Tea,Burger Cheese,Poached Egg,Etra Fries,Glass Coke,Glass Sprite,Seven up,Pepsi,Glass fanta,Mirinda,Mountain Dew,Rice,Moroccan Chicken Platter,Teriyaki chicken Platter,Mongolian beef Platter,Chicken Basil Platter,Honey Ginger Chicken Platter,Beef Basil Platter,Grilled Dory Platter
Pasta Basta,1.0,0.10299436348637277,0.09210541047009477,0.09067793817441312,0.07242197422732977,0.06473128756571936,0.04884559353482098,0.04261670348614835,0.038960332294338436,0.03762961574703009,0.03746833869979189,0.037091883765608825,0.03639164840389583,0.03197151757807857,0.028733986601988865,0.02133962551444787,0.02099492908884074,0.02035239025739312,0.020280218123233516,0.01835643971345832,0.016123364169211684,0.015295260658147744,0.014165449919056435,0.013406386973272942,0.012148384448778214,0.012098450557362372,0.012070842935094086,0.011648469754412498,0.010798633065855993,0.010642438093186416,0.010625602262778925,0.010291144591177427,0.01028201606103764,0.010006144981019477,0.009994639471692289,0.009728053801270778,0.009571619403158057,0.009540629390963,0.009459748186481268,0.009390721642483538,0.009388720148723944,0.009125556979198377,0.008971682922788285,0.00882920325694412,0.008607738188395081,0.008380563150625181,0.00835919121120965,0.008346550898540753,0.008019616349865945,0.007588567626077485,0.007585426219240578,0.007510050286163382,0.007329083053004445,0.00664313170337709,0.006525785235800491,0.006506099939107063,0.006457768029961397,0.006449923534514022,0.006425895716009156,0.006390612311802853,0.006374588682073275,0.0060176452299684925,0.005962905144747203,0.005915141384614009,0.0058581921306780195,0.005834120582414657,0.005682931872044647,0.005597957913227045,0.005564340041725288,0.004685572061120239,0.004626209362498199,0.004478918518665307,0.00433599923410907,0.0042841576971687405,0.004255006218939885,0.004180311941959232,0.004149096259072589,0.0041464308717288545,0.003967461826306973,0.0038322629581661284,0.003812944902591834,0.0036619513208314253,0.0036307965265946138,0.0035483801007176446,0.003379474089671414,0.0033772765030444843,0.0033426075494508377,0.0031995156254236087,0.0031565217529292288,0.0028951678776947477,0.002864380370040753,0.0028288993767454193,0.0027166815299699614,0.00267986617709379,0.0025736784492773044,0.0025664062660652296,0.0025490008485473206,0.002483710420711558,0.0024118329432853856,0.002140379185083824,0.002113729673693267,0.002113517071208024,0.001966076941084646,0.00194931331632693,0.0018940657541961082,0.0016740179160984444,0.0015557667349886714,0.0014468969062567713,0.00136413553450318,0.0013641355345031798,0.0012694150908060208,0.0011813553282433529,0.0011243894254247637,0.0009925411263446676,0.0008699906306383939,0.0008353224105974042,0.0008353224105974035,0.0006900569151018148,0.0006150267699488609,0.0004989308176746396,0.00026899224444081705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheese Sandwich,1.0,0.05022067975175829,0.03029263066091996,0.02312324653978145,0.02196534523316095,0.01938213359215178,0.017214392434980408,0.01646387290982827,0.016095246181433917,0.01526704833093307,0.014904164270723603,0.014248552665689305,0.012386841037916851,0.011956211297550402,0.011364741001017312,0.011059785210141044,0.010867431195928378,0.008956388015412573,0.008757619412802575,0.008460076856462847,0.007770017268962799,0.007489553190101056,0.007394999877270692,0.007194891263423691,0.006987055093013684,0.006906198402264753,0.0068011036513223894,0.006734587244535237,0.00664313170337709,0.006637565924034842,0.006244319365686824,0.0061851874245465385,0.00607646668955104,0.006057827246000951,0.006054823126300248,0.005926255251298393,0.005857591614491102,0.005821370661170316,0.005731005014950824,0.005614406022332214,0.005572401261474308,0.005157249983709164,0.005006161260018766,0.004974909047325517,0.004872352017778941,0.004854796166871737,0.004612515533052111,0.004595701442297265,0.004584748233883425,0.004489428097895649,0.004418131305451561,0.00436441142308255,0.0043617575783138785,0.004326173144354413,0.004194268052717107,0.004176612174873727,0.00414384240960259,0.003852393254336294,0.0038083305411509743,0.0037973175174033876,0.00379574555813532,0.0037789263859611894,0.0036828687726457397,0.003471692738496441,0.003433086883281119,0.0034273875763864694,0.0034111261093916294,0.0033674133831990854,0.00334969751421791,0.0033028559057441875,0.0032655014505717553,0.0032275402724694347,0.003189842729409902,0.0031106274050524334,0.0030826816631111514,0.003009725111056128,0.0029193926150327455,0.002899722405687855,0.00289292124285759,0.0028132168526308872,0.0028092354576060028,0.0027586895722027803,0.0027440078439546906,0.00271299499961866,0.0026021398059193493,0.0022792398353161806,0.0022612609737414787,0.002084813433273076,0.0020762068261508193,0.002038958669410822,0.0019853169972278762,0.0018324396096420614,0.001807860677422421,0.0016899883954457028,0.0016726400589376512,0.0015416123637963888,0.0015325429419416974,0.0015075784286824637,0.0013548037150102957,0.0013088345000629312,0.0012890909055527228,0.0012755194459627222,0.0012488808149376273,0.0012068806573082244,0.0011926798517585089,0.001057603462641589,0.0009838244549983336,0.0009754359409750917,0.0009588393997622546,0.0007240268834298618,0.0006826131117920888,0.0006826131117920883,0.0005911499380727251,0.0005911499380727236,0.0005602105388036347,0.0005339811704870724,0.0004487386864920393,0.0004448419652869625,0.0004179951446358524,0.0004179951446358465,0.0003423407069451943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thai Fried Rice,1.0,0.13673716954990203,0.08337280158761176,0.06871101606210638,0.06178425911410674,0.054893224544673616,0.04667662782442618,0.04463223563283098,0.037091883765608825,0.03487242004281848,0.03158345909746579,0.028373950323841008,0.028020392559231246,0.026284350384639877,0.025992063623738838,0.022409717011096245,0.020572085017466973,0.020415867970617403,0.018228131118326493,0.017646772616507447,0.016095246181433917,0.01575226159136626,0.014771522990973384,0.01405096193640241,0.013530164951571054,0.012625643620614212,0.012430085843187595,0.011346374538638586,0.011099434791293817,0.010976669190237329,0.010972882061741117,0.010821404439529813,0.010774669988971265,0.010728362097349618,0.010611211051595385,0.010303932052080245,0.010231050820129393,0.009622418623767306,0.00941183849639025,0.009330302064983347,0.00913846131338328,0.008829664446359348,0.008686757795013366,0.008584197742150317,0.00845904015113584,0.007957941059606656,0.007743144784519841,0.007552467430327933,0.007275675491658825,0.007274939331362785,0.006932425309917354,0.006836720510716237,0.006516080388055944,0.006492327196066589,0.006342195310273069,0.006241474645454379,0.006111565756096013,0.005832583654006557,0.005707836317675062,0.005390105940075357,0.005146196767196186,0.0050505426020581255,0.0048593631172303645,0.004841855340914263,0.004810489335201638,0.0047321029321005835,0.004696984540352572,0.0046466502694715375,0.004613159523640458,0.00457291876548723,0.004506276781324384,0.004354890814714848,0.004289385257567104,0.004029541463541568,0.0039191677649459584,0.0037126830413102183,0.0036944645300117465,0.0036808392708992,0.00362913877513303,0.003470836799378603,0.0032278439738890902,0.0031718892134004885,0.003070426153900583,0.0029513998398659,0.002804648582104698,0.002603537137193993,0.0025886793696680644,0.0025539568203242044,0.0025063989061378917,0.0024297399821728767,0.002429550346634526,0.0023874391664799543,0.0023647888859721915,0.002362931247866925,0.002230131909314058,0.0021185743749386784,0.0020188193357892482,0.0019694462467295484,0.001885600613388695,0.0018489847364108003,0.001817832110710396,0.001801920706144922,0.0017092522854091497,0.0017049549915784232,0.0016848935760939315,0.001674799811492867,0.0014940717558296743,0.0013898444765263565,0.0013779940596941342,0.0010010191764436168,0.0009643245379891522,0.0009643245379891499,0.0009585411363072688,0.0008767175448159873,0.000835114915120363,0.0008117737275206219,0.0007695874726888512,0.0005904999007042941,0.00059049990070429,0.0004763861030587896,0.000325042692459774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thai Chow Mein (Pad Thai),1.0,0.09700870176867295,0.08360848384767645,0.06871101606210638,0.05613035186361843,0.050986937446249894,0.050393266584632994,0.044583285808776615,0.027672459289440173,0.0267765858824779,0.025200281083704056,0.023563448505589744,0.021254190529133292,0.020597875868982565,0.02035239025739312,0.020106775472883927,0.018718117257533248,0.018287488614147997,0.01665954712189734,0.015592916880976823,0.015561878288969,0.01542694669155357,0.014580379184981215,0.012986193451022823,0.012698088352209667,0.01234375141611742,0.012325381496680452,0.011800839917762177,0.011690859579086438,0.010837790044062452,0.010695292584107747,0.010098014857679131,0.010052648430283485,0.009153087625643421,0.008632712687300531,0.008506723229834248,0.008457077593581561,0.008209528768530176,0.008181271261024449,0.007808091583192579,0.007772821305280073,0.007467340621990607,0.007312864036007309,0.00694791249679125,0.006825664746870535,0.006655108148611392,0.006560354531730712,0.0062913036749934976,0.006008821777064869,0.005988290235884103,0.005931117822647805,0.005857591614491102,0.005719965525187832,0.005692262643525562,0.005687230013921288,0.0053250258246634865,0.005189313737119233,0.005045707716913673,0.005037900383591778,0.004907218647490047,0.004782102477410476,0.004774925441078273,0.004750785738732653,0.004708615469611327,0.0046434970890139255,0.004589115016473156,0.004515637811985533,0.00450298881163073,0.004367902372433352,0.004263535204742154,0.004202747990488611,0.0041853842359807925,0.0041554621585832615,0.0038516860461673057,0.003811945101406559,0.0037595518902671684,0.0033927635742861794,0.003273908695826436,0.003173536182122628,0.0031274265094542344,0.0030637761926126405,0.003053600495800306,0.0029905175768598553,0.00288721365550473,0.002760235704837334,0.0026938944603486733,0.0025456589594137504,0.00251952685792619,0.0024098915707452947,0.0021377832122398367,0.002110030976928514,0.0019213371608182766,0.0018179453577902164,0.0016957751460046314,0.0015930865190766856,0.0015253111172319732,0.0015039642659689172,0.0014819519146439925,0.0014693161498440723,0.0014625808255022208,0.0012922533070970118,0.0011940811286103355,0.001090614306954205,0.0010282320213143015,0.0010282320213142989,0.000963706299168325,0.0009396127405671565,0.0008904594494655382,0.0008904594494655346,0.0006863079938669201,0.0006296333677800695,0.0006296333677800658,0.0004860364184665671,0.00045661819875547215,0.00043079349791054597,0.0004003651777440775,0.0003611868850371942,0.00034029982825967375,0.00027923127989409657,0.00026573941321301987,1.4971693737806897e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fried Chicken with fries,1.0,0.13673716954990203,0.09700870176867295,0.08535240361686608,0.06473128756571936,0.05778984563874435,0.05564328795061143,0.050582250550599665,0.049697964636969905,0.04810429260061222,0.0423359763763667,0.03746339367790758,0.03674590989699374,0.03570871836188643,0.034185603374168594,0.03412594531612273,0.03400506989723684,0.0259536321282893,0.024136644831562023,0.023708758878565182,0.02342131429499393,0.022870145199430075,0.02197850338571504,0.01934992770548909,0.019074922036316232,0.01850996763818727,0.01817748022164024,0.016281004985423942,0.013598163421351814,0.013277369316147933,0.012325487538605346,0.012091237930496799,0.011873531362256738,0.011571425317106773,0.011523940365900999,0.011390581222460634,0.011157026754349401,0.010916621191045339,0.010812086603599445,0.010298926090874376,0.010022082098048326,0.009803436860477159,0.009554047624377933,0.009405726447463795,0.00937001049766351,0.009252780416864103,0.009190713251468648,0.008828017639800413,0.008732769394571504,0.008343887408119349,0.008036102957124895,0.00801666326216638,0.007579815624106635,0.007448979355735983,0.007408772981698845,0.0072869443585256615,0.007135275257519022,0.006965575938069842,0.006868400886036243,0.006281183340567259,0.006263019260389605,0.006260426585132017,0.006212182606165473,0.0061635412229667,0.006107626470859478,0.005921196147166243,0.005655774090795043,0.005524747391250993,0.0053858805290914495,0.005303461127932377,0.005261094538538529,0.004827893782453411,0.004755575654711341,0.004668083384144334,0.004525766912717915,0.004357979448656688,0.004112584504504429,0.004017634698980871,0.0039786572070434675,0.003470326976340955,0.0034243444961186208,0.0033138332151884295,0.003274437424479361,0.003202716440719674,0.003186484774045614,0.003022292583143453,0.002981753880444475,0.002926229842589824,0.0028912448360802886,0.0027873439136975086,0.002758730829543332,0.002486490184745607,0.00240804633305678,0.002158696407394914,0.0021037489808143645,0.0020327326553095685,0.001990541156242757,0.001744334211195555,0.0016946791545147317,0.0016088130786020447,0.0015928309683525509,0.0014963784835565,0.0012890909055527228,0.0011971527296890303,0.0011941572689612417,0.0011258524068515905,0.0011258524068515872,0.0011169275921346581,0.0010699623252014875,0.0010677356433095274,0.0009749997020157735,0.000974999702015771,0.000834664524257654,0.0007786126127926155,0.0006894107826394802,0.0006894107826394771,0.0006480340653120404,0.0004892494950906917,0.00048716450296021617,0.00046076015312343456,0.00034847936411478705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stir-fired Beef Basil,1.0,0.050681906018500485,0.042097251366416344,0.03419430446987605,0.02981340790567057,0.02647230571626462,0.02196534523316095,0.019100641677354428,0.018491227797482346,0.016579011883600704,0.015957810066094175,0.01575867982297634,0.014679699776377701,0.014456363970372392,0.014435878677197256,0.014334058409039356,0.014186128921599405,0.014049997321322014,0.012997558469899894,0.012285969867710932,0.010827192989929681,0.010215109707341392,0.010052648430283485,0.008605966278259,0.0083419076196403,0.008162754277139424,0.007807446789119501,0.007510050286163382,0.007497713688750034,0.007046947054278819,0.006862847936205562,0.006611076736530518,0.006089636217178365,0.005902803506557647,0.005862767007001991,0.005568895713022632,0.005297631617741661,0.005010323492884031,0.004986596379356454,0.004932830618131903,0.004562906191908729,0.004416701444568126,0.004262912533383099,0.004142078385394484,0.003923590755042427,0.0038400410651823215,0.00380405297694074,0.003729115215161264,0.0037234865091398265,0.003609586928541704,0.0035096806945044377,0.0033327039854304514,0.0033280501096859933,0.0033011442197676964,0.003243118035391331,0.003168434163902341,0.0030587390130625983,0.002992388575200481,0.0029740893770718764,0.002926229842589824,0.0028573144063720195,0.002856981951995455,0.0028567220807306174,0.002748478968054429,0.002701885080899311,0.002617280320671181,0.0026004606806791695,0.002591090811705499,0.0025368034045510526,0.0025063989061378917,0.002452807362281354,0.002429749914422287,0.002418466571006364,0.0023960873936681665,0.0023580350311268937,0.0022291319879133107,0.0021290431244266835,0.0020325735487000413,0.0020266957026153377,0.0020258567200760647,0.0020168800296068686,0.0019785725400582933,0.0019746223526073076,0.0018322993537313388,0.001829257532567226,0.0017877929685924765,0.0017428560362483117,0.0017225954822720892,0.0017024756349936407,0.0016749504657061424,0.001645281873460671,0.0015581316126494498,0.0015476332730805212,0.0014974742053473229,0.0014723615487009162,0.001464525649961598,0.0013320827942426827,0.0011600099083409379,0.0011081084036338009,0.0010595988900507414,0.001005200933734342,0.0009648873050691703,0.0009019767777706525,0.0008927176629120112,0.0008046213435571746,0.0006985481842261376,0.0006807673490265896,0.0006441336102461878,0.0006365543884799224,0.0005644617240942438,0.0005250845592802695,0.0005206074605798475,0.0003864259879507471,0.00036432272357459096,0.0003643227235745908,0.0003155072057057172,0.000315507205705717,0.0002844941697120406,0.00026768813237287246,0.00022309142163251004,0.0002230914216325082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peanut Butter Cookie,1.0,0.2577168561025225,0.07963387130174703,0.06554557967051375,0.046863148653472596,0.027934392630781905,0.027400312466994117,0.02510379178126569,0.01989505177225526,0.01645419872890947,0.013955280765498245,0.013845430502491653,0.012519091219317298,0.0099881073387648,0.0074318747857840374,0.006871882760908748,0.006736519266586294,0.006399605855894267,0.006205184622475355,0.005974010660009658,0.005398152053355577,0.0053250258246634865,0.005105392372038261,0.005078535369414744,0.004985089250557917,0.0048708851788895466,0.004761439144558719,0.004225683600350663,0.004025727658338753,0.004020761683069137,0.003998039316272481,0.003890347996327953,0.0037998736810060676,0.0037941381725449595,0.0037559001890241236,0.0036780773930783764,0.0035762754783122976,0.003395940707150703,0.003379474089671414,0.003363782107589888,0.0033046548996332843,0.0032928841599918924,0.0032268594476360228,0.0031810004894878025,0.00312971858686063,0.003116777359291205,0.003087280070447902,0.0030533656017789146,0.003049167948477022,0.0030305215304018266,0.002981753880444475,0.002911530801459316,0.0029111920388942905,0.0029109272366763775,0.0028047436607534742,0.0028006302543422987,0.002753152266862423,0.002738214825765339,0.0026669421652351574,0.0026611513490908158,0.0026498033793188997,0.0026402557208387717,0.0025539568203242044,0.0025084926544806643,0.0024993483984129925,0.002475853444726748,0.0024643560043941144,0.0024352963722105115,0.002402777800278283,0.0023527668312140486,0.0022714288735094447,0.0022536072065941198,0.0021046179652819373,0.002095104094810278,0.0020711408167313635,0.002065151440874202,0.0020642965389776422,0.00205514951940644,0.0020161151606048664,0.0018880620933908554,0.0018670664992224324,0.001863966960721467,0.0018217156232724402,0.001815434940645081,0.001807860677422421,0.0017962410574008639,0.001775926030656595,0.001752448402026139,0.0017386360897142876,0.0017347794274805534,0.001676500437256976,0.0015769989938413914,0.0014923144368996924,0.001182020631191572,0.0011498735042933474,0.0011291343162449523,0.001079704354093797,0.0010242742183696892,0.0010233979420705742,0.0009965627795999877,0.0009648873050691703,0.0009190914254391546,0.0009096566225889412,0.0008198887109006757,0.0007118028559063147,0.0006936846364889138,0.0006563557872051652,0.000648632752745136,0.0006014522326992029,0.0005906651430384285,0.0005751721589616446,0.0005350478282354382,0.0005304857783824818,0.00039375826611657,0.00037123560116220897,0.00037123560116220875,0.0003506802988362609,0.00032149382841663516,0.0003214938284166348,0.0002273244918990641,0.00022732449189906287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Americano Misto,1.0,0.05129478294343197,0.04002503946914611,0.0350685938961027,0.029514876797315143,0.01835643971345832,0.012199279824259278,0.01010202344449075,0.010098014857679131,0.008849724479289042,0.008611183509511214,0.008188458915512698,0.007769072503444665,0.006809434387130105,0.006575738005166953,0.006300748926355455,0.005531106055994456,0.005182339719138082,0.004633114175004552,0.004492359292163634,0.0043746676106224125,0.004354531738315704,0.004324996584754776,0.004227079686841734,0.003908092992038971,0.0038762356530026346,0.0037316384122585973,0.0036767005247091314,0.0035263682913139784,0.003495028972230264,0.0034363160103541867,0.0033660818642447464,0.003144774835153886,0.0030592625590898114,0.0029145007205996416,0.0028755439857853227,0.002832820146595695,0.0028062715290997444,0.002750989515781067,0.002719154085035212,0.0025891114211400103,0.002556198976901434,0.002458554695721447,0.002455121505100569,0.0024352728769924756,0.0023924666305640513,0.002383944983776625,0.002336795923978349,0.002336145160224221,0.0022658182199149285,0.0022564491765325843,0.002210541050437334,0.002207502080936283,0.002158696407394914,0.0021187146153142434,0.0021078570979147443,0.002107611844429258,0.0021074201359183122,0.0020305465531010383,0.0020275685757098604,0.00199319600000021,0.0019307825869132147,0.0019265902174193288,0.0019183746427743232,0.0019114624371106403,0.0018489847364108003,0.0018160701044838538,0.0018094499495304045,0.0017924403390300121,0.0017841165523811366,0.0017630782889596003,0.001739535861509731,0.001703329486477445,0.001644443352972819,0.0016315410243815326,0.001570607228795519,0.0015167897364859386,0.0014994410737952804,0.001495104953289098,0.0014878638754519625,0.0014596042224126647,0.0014513630851740208,0.0013668978129522148,0.0013516976604514438,0.0013494536916683515,0.0013258402558961276,0.001318865046858647,0.0013088345000629312,0.0013004222591464988,0.0012857148161423751,0.0012707684901758665,0.0012559259643410243,0.0011494425576283312,0.0011416978727846268,0.001086169493355328,0.001080388906263004,0.000982685057896607,0.0008557459107387961,0.0008174578753565403,0.0008131177434831461,0.0007816721311295762,0.0007415424491884141,0.0007214802355670241,0.0007118028559063147,0.0006985481842261376,0.0006653934019085417,0.0006585629001857809,0.0005935737440613645,0.0005022059474709039,0.0004751810298982286,0.00046958979486960527,0.0004164066260891358,0.0003873578675192731,0.0003840550863298134,0.0002850686503747182,0.0002687629464597166,0.0002687629464597161,0.00023275146112970705,0.00023275146112970696,0.00016457581130144492,0.00016457581130144348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot Chocolate,1.0,0.04884559353482098,0.028677282799375477,0.0285455237158297,0.02697764522843688,0.02510379178126569,0.024991580512130202,0.024955995337910455,0.018499216561239838,0.017383548413961444,0.017351306409285727,0.0163542070771932,0.01464569398282884,0.013883589139888616,0.013859979900835172,0.012370061377603601,0.009486886515193546,0.009468748518841996,0.00939458934202368,0.009115990583685035,0.008704668441748572,0.007448979355735983,0.007413278619324446,0.0073295475166611675,0.00675655439076655,0.00638683782062183,0.006361030429735739,0.006270413992318716,0.006100773974896665,0.0060391259281289645,0.005984849907138018,0.0059410349779135535,0.005914905210494532,0.005798384814932351,0.00578963276474369,0.0055276789671017445,0.005523490672509084,0.005323440958011546,0.005235882839262087,0.0051820067406924625,0.005042709941755693,0.005024748482052981,0.004820718893923424,0.004775767368208767,0.004659257182229248,0.004631044610374868,0.004545721814923655,0.004441904574587941,0.004273597835683535,0.004260709582246537,0.00420114920587171,0.0041554621585832615,0.0040434448529170835,0.004028875684940237,0.004001860449077745,0.003923773291271127,0.003873621762701475,0.003827812958313647,0.003813859358805382,0.0037780074347367547,0.003716119716049725,0.003666498278727315,0.0035901844672836377,0.0034824913086377632,0.003470836799378603,0.0034660675048726443,0.0034388726843355435,0.003361890620583319,0.0032412712379624796,0.003241125827330348,0.003197006213594442,0.003160439653915524,0.003149995686687185,0.003136037870234355,0.0030997136925719616,0.0028490341907086137,0.002844304476384917,0.002779831408582817,0.0027586895722027803,0.0027409587121942193,0.002709959170504834,0.0026471718625385695,0.0025971653317289948,0.0025582415347671418,0.002159661268725135,0.002122009130898505,0.0021200311580121933,0.001803694294654371,0.0017246195835540308,0.0017229928737000082,0.0015814317364231535,0.0015629825022365283,0.0015206964687387483,0.0014723615487009162,0.0014024797170072887,0.001388082760115794,0.0013842720556196024,0.0012512038117109302,0.0012511021813657144,0.001086169493355328,0.0010585221510585057,0.0010015605120630533,0.0009897756135381318,0.0008776790473761244,0.0008164516673305464,0.0008094902462905365,0.0007940503024127797,0.0007863879510593888,0.0007119410264038473,0.0006008520657981182,0.0005664837974222562,0.0005664837974222551,0.0005318808310481673,0.0004905807638036792,0.000490580763803675,0.00039686773183230013,0.00034688386839763427,0.0003468838683976293,0.00022057316008717017,0.00019616142373920676,0.00012052168551895926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himalayan Tea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burger Cheese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
